timestamp,TrackID,TrackID_new,x,y,ANG,A,B,theata1,theta2,theta3
4/29/20 9:01,1,1,-19.67534375,5.030905237,3.022070276,7.597246852,0.73434919,289.5385645,287.0900185,263.342319
4/29/20 9:02,1,1,-17.54089953,4.350424679,3.054346793,5.138627854,0.5806707,289.3271291,285.4154498,260.7839502
4/29/20 9:03,1,1,-15.94549357,3.831125134,3.08972028,3.390972332,0.445424747,289.1156936,283.7408808,258.225581
4/29/20 9:04,1,1,-14.76680356,3.418029891,3.121255139,2.450328673,0.357392383,288.9042582,282.0663121,255.6672122
4/29/20 9:05,1,1,-20.54376812,4.228055046,3.069499271,0.440404533,0.042078696,289.3572885,280.3917434,261.8738754
4/29/20 9:06,1,1,-20.72598343,4.289184759,3.067121337,1.395780595,0.132371077,289.6972477,280.0904854,262.266055
4/29/20 9:07,1,1,-20.67663743,4.299486098,3.06633516,1.209078569,0.114713375,289.6972477,280.2215158,262.266055
4/29/20 9:08,1,1,-20.96054899,4.312168264,3.066145143,0.832615384,0.077672983,289.4562284,280.3525462,262.266055
4/29/20 9:09,1,1,-23.11092145,4.343467063,3.069411929,0.846322379,0.071208233,288.0608715,280.4835767,262.266055
4/29/20 9:10,1,1,-22.65507237,4.350973057,3.067969343,0.785998416,0.067435841,288.2934505,280.6146071,262.266055
4/29/20 9:11,1,1,-22.21667873,4.358164076,3.066544491,0.728539984,0.0637134,288.5260296,280.7456375,262.266055
4/29/20 9:12,1,1,-21.79694886,4.364589607,3.065167581,0.664602837,0.059218159,288.7586085,280.8710599,262.266055
4/29/20 9:13,1,1,-20.84489795,4.363414531,3.06280248,0.189709811,0.017681334,289.370623,280.9845131,262.266055
4/29/20 9:14,1,1,-19.65156876,4.359513536,3.059974952,0.421791119,0.041779998,290.2427943,281.0979662,262.266055
4/29/20 9:15,1,1,-18.48031702,4.334735468,3.058503521,0.836824537,0.088533627,291.1149656,281.2114194,262.1524348
4/29/20 9:16,1,1,-15.9630911,3.983672748,3.076487724,0.238274294,0.030023215,291.7419526,281.3248726,260.005552
4/29/20 9:17,1,1,-16.23043013,4.116651869,3.067725517,0.626453497,0.076891892,292.1602446,281.4383257,260.817438
4/29/20 9:18,1,1,-18.29671981,4.311783383,3.05900558,0.228121585,0.024341321,290.946789,281.5517789,261.9153433
