timestamp,TrackID,TrackID_new,x,y,ANG,A,B,theata1,theta2,theta3
4/6/20 22:27,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.9439771
4/6/20 22:28,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.52579
4/6/20 22:29,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.1076027
4/6/20 22:30,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.6894156
4/6/20 22:31,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.2404444
4/6/20 22:32,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232.7789965
4/6/20 22:33,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232.3175486
4/6/20 22:34,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,231.8998688
4/6/20 22:35,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232.2583149
4/6/20 22:36,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232.616761
4/6/20 22:37,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232.9752072
4/6/20 22:38,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.3336534
4/6/20 22:39,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.6920995
4/6/20 22:40,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.0505457
4/6/20 22:41,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.4089918
4/6/20 22:42,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
4/6/20 22:43,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
4/6/20 22:44,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
4/6/20 22:45,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
4/6/20 22:46,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
4/6/20 22:47,1,65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,234.412844
